1 K7/8/8/4k3/8/8/8/7R w - - 0 1
2 2k5/1p6/1K6/1P4r1/3R4/P7/2P5/8 w - - 0 1
3 5r2/8/8/4p3/4P1K1/1PR5/2P2k2/8 w - - 0 1
4 5rk1/8/4R1PP/8/8/8/6K1/8 w - - 0 1
5 3r4/8/1KR5/P2k4/8/8/8/8 w - - 0 1
6 2k4r/ppp3pp/2p5/4R3/8/3P4/PPP2PPP/6K1 w - - 0 1
7 7K/6R1/1k6/p7/8/8/8/8 w - - 0 1
8 8/3K3R/8/2pk4/8/8/8/8 w - - 0 1
9 8/8/8/7K/3pk3/8/8/3R4 w - - 0 1
10 R7/8/8/8/2K3p1/8/5k2/8 w - - 0 1
11 8/8/8/8/4p3/7K/5k2/R7 w - - 0 1
12 4k3/1p6/1PR2pp1/8/3PP1P1/6K1/8/3r4 w - - 0 1
13 8/2k5/p7/1p6/8/P7/1P1r2PP/6RK w - - 0 1
14 8/1p4kp/p2r4/6P1/8/1P4PP/P5K1/4R3 w - - 0 1
15 8/6k1/R7/7P/6P1/p6K/8/r7 w - - 0 1
16 8/7k/7P/1r4PK/8/8/R7/8 w - - 0 1
17 2k5/8/6R1/KP6/8/5r2/8/8 w - - 0 1
18 8/6p1/2K3kp/R5p1/8/8/8/8 w - - 0 1
19 8/8/5r2/6k1/7p/KP6/P1P5/7R w - - 0 1
20 8/K1k5/R7/8/5p2/6p1/8/8 w - - 0 1
21 3K4/3P1k2/8/8/8/8/r7/4R3 w - - 0 1
22 8/4pk2/8/4R3/3P1P2/4PK2/8/r7 w - - 0 1
23 8/2p2p2/1p1k1P1r/8/4R2p/P2P3K/1PP4P/8 w - - 0 1
24 8/5k2/p2r4/6p1/1pP1Rp1p/1P3P1P/2P1K1P1/8 w - - 0 1
25 7R/8/8/8/8/pk1K4/8/8 w - - 0 1
26 8/8/8/8/8/3p4/3kpK2/7R w - - 0 1
27 3K4/4R3/8/1p6/8/2k5/8/8 w - - 0 1
28 7R/8/1K6/8/pk6/8/8/8 w - - 0 1
29 8/1p4k1/1p5R/1r6/8/6PK/5P1P/8 w - - 0 1
30 r3k2r/3pp3/8/8/8/8/PPPPPPPP/R3K2R w KQkq - 0 1
31 8/2k5/6p1/r7/3R1PPK/8/8/8 w - - 0 1
32 2r5/5k2/8/8/2P5/2K5/8/4R3 w - - 0 1
33 8/1p4kp/p2r4/6P1/8/1P4PP/P5K1/4R3 w - - 0 1
34 8/pp4k1/2p1r3/3pPp1p/1P1P1K1P/P6R/8/8 w - - 0 1
35 r7/8/8/2R5/1P1k4/1K6/8/8 w - - 0 1
36 8/8/r4kP1/5P2/1R3K2/8/8/8 w - - 0 1
37 8/8/6p1/5RPp/K5k1/8/8/8 w - - 0 1
38 r5k1/8/5PK1/8/8/8/8/1R6 w - - 0 1
39 1R6/1P4k1/4Kp2/6p1/4P1P1/5P2/1r6/8 w - - 0 1
40 8/4kr2/p7/2pR4/5p2/P2P3P/1PPK4/8 w - - 0 1
41 8/8/4k3/p4RK1/4P3/5PP1/r7/8 w - - 0 1
42 1R6/8/8/8/8/p2K4/k7/8 w - - 0 1
43 7R/8/8/PK6/1P6/6k1/7p/r7 w - - 0 1
44 r3k2r/2ppp3/8/8/8/8/PPPPPPPP/R3K2R w KQkq - 0 1
45 6R1/1ppk2P1/p2P4/P7/1P6/6r1/1K6/8 w - - 0 1
46 4k3/7R/8/2P2P2/6K1/8/8/2r5 w - - 0 1
47 4R3/3K4/8/6k1/5pp1/3P4/8/8 w - - 0 1
48 8/7p/8/1k5r/1Pp5/2K4p/P4R2/8 w - - 0 1
49 3k4/1r3p2/3P2p1/3K2P1/p6P/8/5R2/8 w - - 0 1
50 8/6R1/7P/4p3/4r3/7k/5K2/8 w - - 0 1
51 6R1/1p1k2P1/p1pP4/P7/1P6/6r1/1K6/8 w - - 0 1
52 8/3R2pk/8/6PP/r5PK/8/8/8 w - - 0 1
53 8/2p5/p2k3p/2R2K2/PP5P/2P1r3/8/8 w - - 0 1
54 2R5/ppr3p1/P2k3p/1P6/4P3/5P1P/6P1/7K w - - 0 1
55 8/p1k2p1p/r7/4PK2/1R4PP/5P2/8/8 w - - 0 1
56 8/p5p1/7p/7P/8/3K1R2/pk6/8 w - - 0 1
57 8/2r4p/8/2pP2P1/2p1pP2/4P3/k1K5/1R6 w - - 0 1
58 8/6p1/5k2/5p1P/7r/4P2P/5P1K/6R1 w - - 0 1
59 8/1p5r/1p3k2/3PR2p/P1P5/1P3PK1/8/8 w - - 0 1
60 1r5k/3r2p1/3P3p/2R2p2/4p3/Pp2P1P1/1P5P/1K1R4 w - - 0 1
61 8/5pk1/r5pp/P7/R3K2P/6P1/P4P2/8 w - - 0 1
62 2r5/5p1k/p4P1p/2pK4/PpP5/1P1p4/2P3RP/8 w - - 0 1
63 8/8/1p2rk2/5p2/R7/P1P2KP1/1P6/8 w - - 0 1
64 8/7p/PR6/5kp1/r7/6P1/5P1P/6K1 w - - 0 1
65 5K1k/7r/4R3/6P1/8/8/8/8 w - - 0 1
66 8/6k1/2P3p1/5r2/2K4p/4P3/8/1R6 w - - 0 1
67 7k/1pR3r1/1P1p2p1/1K1Pp1Pp/4P2P/8/8/8 w - - 0 1
68 8/6k1/8/1K2PR2/5P2/8/8/r7 w - - 0 1
69 7k/p6p/8/2pP4/2P2R2/7r/P1P5/3K4 w - - 0 1
70 5k2/6p1/5p2/p1r5/P6p/1P3P1P/1K2R1P1/8 w - - 0 1
71 3k4/3P3R/7P/8/8/8/3K4/7r w - - 0 1
72 2k5/1p6/1K5p/1P4r1/3R4/PP6/8/8 w - - 0 1
73 8/8/5rp1/2p1k3/8/2rP4/4PR2/R3K3 w Q - 0 1
74 5k2/p7/1p4p1/1P1K4/P1R5/4PP2/r7/8 w - - 0 1
75 2r5/8/5k1p/7P/1R3PPK/8/8/8 w - - 0 1
76 6R1/2pk3r/1p3K2/1P1p4/3P4/2P5/8/8 w - - 0 1
77 r7/3k4/1K6/1p6/1P6/8/7P/2R5 w - - 0 1
78 2k5/1p6/1K6/1P4r1/3R4/P7/8/8 w - - 0 1
79 6k1/4r1p1/Rp5p/P7/4p1PP/4K3/8/8 w - - 0 1
80 6k1/4K3/8/r4p2/4P3/8/8/5R2 w - - 0 1
81 8/7p/2K3k1/pR3rP1/P7/1P6/8/8 w - - 0 1
82 8/8/1p3k1r/1P3p1P/4P3/4K3/8/6R1 w - - 0 1
83 5k2/1R6/r4p2/2K1P3/3P4/8/8/8 w - - 0 1
84 8/5p1p/1p4p1/p1k1P1P1/R1r2P1P/8/P2K4/8 w - - 0 1
85 8/8/1R6/3P4/k1PK3p/8/8/7r w - - 0 1
86 8/5R2/8/2k4p/p7/Ppp5/2p5/2K5 w - - 0 1
87 8/1p1r4/2p3k1/5Rp1/6P1/P2K4/1PP2P2/8 w - - 0 1
88 8/7p/PR6/5kp1/r7/6P1/5P1P/6K1 w - - 0 1
89 4k3/1p6/1PR2pp1/8/3PP1P1/6K1/8/3r4 w - - 0 1
90 r3k2r/1pppp3/8/8/8/8/PPPPPPPP/R3K2R w KQkq - 0 1
91 8/8/2kp2R1/2p3P1/K4P2/P2P4/2r5/8 w - - 0 1
92 2R5/1p1r1k1p/p2p3P/P2P1pP1/1P6/4K3/8/8 w - - 0 1
93 8/8/8/2rp1P2/4k1P1/4r2P/1R6/3R2K1 w - - 0 1
94 8/8/3k1K2/3pRP2/8/4P3/8/5r2 w - - 0 1
95 8/2k5/6p1/r7/3R1PPK/8/8/8 w - - 0 1
96 8/8/2P1k3/6p1/1K3pPp/3R1P1P/8/2r5 w - - 0 1
97 6k1/p4p2/8/5r2/8/1P1R1P2/P1K3P1/8 w - - 0 1
98 6k1/p5pp/8/8/2p1r3/7P/PPPK1PP1/7R w - - 0 1
99 8/8/6k1/6r1/8/5R1P/6P1/6K1 w - - 0 1
100 8/6p1/8/p1R5/P1K1k3/1PP4r/8/8 w - - 0 1
